Provincia,Partido,Localidad,Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,link,Latitud,Longitud
MENDOZA,Las Heras,El Algarrobal,0,,,,SI,,,,SI,SI,50049040,-32.832748753608,-68.795717900556
MENDOZA,Las Heras,El Borbollon,0,,,,,,,,SI,SI,50049040,-32.806920801392,-68.777286497694
MENDOZA,Las Heras,EL CHALLAO,0,,,,SI,,,,,,50049040,-32.818750712747,-68.916432066761
MENDOZA,Las Heras,EL PLUMERILLO,0,,,,SI,,,,SI,SI,50049040,-32.846835862770,-68.819147453170
MENDOZA,Las Heras,EL RESGUARDO,0,,,,SI,,,,SI,,50049040,-32.765049989259,-68.791304728137
MENDOZA,Las Heras,EL ZAPALLAR,0,,,,SI,,,,SI,SI,50049040,-32.855553770729,-68.828031775207
MENDOZA,Las Heras,Jocolí,804,,,,,,,SI,SI,SI,50049030,-32.584319092411,-68.680808814035
MENDOZA,Las Heras,La Cieneguita,0,,,,,,,,SI,SI,50049040,-32.844458047085,-68.864620650436
MENDOZA,Las Heras,Las Cuevas,8,,,,,,,,SI,SI,50049040,-32.807961943783,-70.085182426609
MENDOZA,Las Heras,Las Heras,189067,SI,SI,SI,SI,SI,SI,SI,SI,SI,50049050,-32.849923687521,-68.845256733048
MENDOZA,Las Heras,Los Penitentes,2,,,,,,,,,,50049060,-32.836950426631,-69.853921289708
NEUQUEN,Ñorquín,Caviahué,607,,,SI,,SI,SI,SI,,SI,58084010,-37.874121153477,-71.053779246896
NEUQUEN,Ñorquín,Copahue,1,,,,,,SI,SI,,,58084020,-37.819169925476,-71.099110704376
NEUQUEN,Ñorquín,El Cholar,734,,,,,SI,SI,SI,,,58084030,-37.440864769462,-70.644181864686
NEUQUEN,Ñorquín,El Huecú,1391,,,,,SI,SI,SI,,SI,58084040,-37.641583257848,-70.579087735874
NEUQUEN,Ñorquín,Taquimilán,558,,,,,,SI,SI,,,58084050,-37.516910387889,-70.250386371269
NEUQUEN,Pehuenches,Barrancas,938,,,,,SI,SI,SI,,,58091010,-36.824737296267,-69.916478291475
NEUQUEN,Pehuenches,Buta Ranquil,2443,,,,,SI,,SI,,SI,58091020,-37.050787606281,-69.873851086363
NEUQUEN,Pehuenches,Octavio Pico,113,,,,,,,,,,58091030,-37.586510488057,-68.268607593621
NEUQUEN,Pehuenches,Rincón de los Sauces,18691,SI,SI,SI,SI,SI,SI,SI,SI,SI,58091040,-37.389907590174,-68.930994327928
NEUQUEN,Picún Leufú,El Sauce,71,,,,,,,,,,58098005,-39.475072582459,-69.529822854921
NEUQUEN,Picún Leufú,Paso Aguerre,207,,,,,,,SI,,,58098010,-39.339397844522,-69.844214795070
NEUQUEN,Picún Leufú,Picún Leufú,3144,,,,,SI,SI,SI,,SI,58098020,-39.519136170936,-69.296267311456
NEUQUEN,Picunches,Bajada del Agrio,792,,,,,,,SI,,SI,58105010,-38.407979857826,-70.027678598460
NEUQUEN,Picunches,La Buitrera,432,,,,,SI,,,,,58105020,-38.557470239596,-70.366556031302
NEUQUEN,Picunches,Las Lajas,4464,,,SI,,SI,,SI,,SI,58105030,-38.529261201194,-70.368950289833
NEUQUEN,Picunches,Quili Malal,23,,,,,,,,,,58105040,-38.321317863418,-69.814368755862
NEUQUEN,Zapala,Covunco Centro,0,,,,,,,,,SI,58112030,-38.753247028008,-70.027592180524
MENDOZA,Maipú,Fray Luis Beltrán,4735,SI,SI,SI,SI,,SI,SI,SI,SI,50070050,-33.004940304729,-68.661237712972
MENDOZA,Maipú,GENERAL GUTIERREZ,0,,,,SI,,,,SI,SI,50070040,-32.979772180901,-68.769429675373
MENDOZA,Maipú,LUZURIAGA,0,,,,SI,,,,SI,SI,50070090,-32.950058211241,-68.803445047321
MENDOZA,Maipú,Maipú,106662,SI,SI,SI,SI,,SI,SI,SI,SI,50070060,-32.939431017851,-68.806843876029
MENDOZA,Maipú,Rodeo del Medio,12327,SI,,SI,SI,,SI,SI,SI,SI,50070070,-32.988005675469,-68.701065260849
MENDOZA,Maipú,Russell,1416,SI,,SI,SI,,,SI,SI,SI,50070080,-33.004677077273,-68.801271509377
MENDOZA,Maipú,San Roque,5093,SI,,SI,SI,,SI,SI,SI,SI,50070090,-33.028563817461,-68.598147564844
MENDOZA,Maipú,Villa Teresa,316,,,,,,SI,,,,50070100,-33.018317891234,-68.628815415788
MENDOZA,Malargüe,Agua Escondida,443,,,,,SI,,,SI,SI,50077010,-36.153239035981,-68.304842854318
MENDOZA,Malargüe,Bardas Blancas,0,,,,,,,SI,,SI,50077010,-35.870882529299,-69.806678072099
MENDOZA,Malargüe,Las Leñas,9,,,,SI,,,SI,SI,SI,50077030,-35.153965078164,-70.081791099163
LA RIOJA,Coronel Felipe Varela,Pagancillo,861,,,,SI,,SI,,,SI,46028040,-29.541253613282,-68.097040473447
LA RIOJA,Coronel Felipe Varela,Santa Clara,0,,,,,,,,,,46028010,-29.361377257847,-68.626409803692
LA RIOJA,Coronel Felipe Varela,Villa Unión,4931,,SI,,SI,SI,SI,SI,,SI,46028050,-29.322704622334,-68.223074129259
LA RIOJA,Famatina,Alto Carrizal,200,,,,,,,,,,46049010,-28.873669123765,-67.568997926439
LA RIOJA,Famatina,Angulos,127,,,,,,SI,,,,46049020,-28.659575346273,-67.652960555686
LA RIOJA,Famatina,Antinaco,102,,,,,,,,,,46049030,-28.825078169349,-67.323319653494
LA RIOJA,Famatina,Bajo Carrizal,150,,,,,,,,,,46049040,-28.891100768918,-67.566746156350
LA RIOJA,Famatina,Campanas,892,,,,SI,,SI,SI,,SI,46049050,-28.556020828988,-67.626440651368
LA RIOJA,Famatina,Chañarmuyo,268,,,,,,SI,,,,46049060,-28.612344910698,-67.587472342584
LA RIOJA,Famatina,Famatina,2466,SI,SI,,SI,,SI,SI,SI,SI,46049070,-28.929100034880,-67.520759675672
LA RIOJA,Famatina,La Cuadra,122,,,,,,SI,,,,46049080,-28.472481764338,-67.691865256962
LA RIOJA,Famatina,Pituil,849,,,,,,SI,SI,,SI,46049090,-28.581507730652,-67.450837949800
LA RIOJA,Famatina,Plaza Vieja,250,,,,,,,,,,46049100,-28.973159838166,-67.520131551304
LA RIOJA,Famatina,Santa Cruz,221,,,,,,SI,,,,46049110,-28.490737119800,-67.689925264717
LA RIOJA,Famatina,Santo Domingo,93,,,,,,,,,,46049120,-28.560066842873,-67.685570420822
LA RIOJA,General Angel V. Peñaloza,Punta de los Llanos,532,,,,SI,,SI,SI,,SI,46056010,-30.165433857594,-66.556575245663
LA RIOJA,General Angel V. Peñaloza,Tama,1164,SI,,,SI,,SI,SI,,SI,46056020,-30.517308438804,-66.541379248207
LA RIOJA,General Belgrano,Castro Barros,116,,,,,,SI,,,,46063010,-30.595692427181,-65.741937274816
LA RIOJA,General Belgrano,Chañar,903,SI,,,SI,,SI,SI,SI,,46063020,-30.559030453224,-65.973593120560
FORMOSA,Matacos,Ingeniero Guillermo N. Juárez,12798,SI,,,,SI,SI,SI,SI,SI,34028010,-23.897600412925,-61.853822048395
FORMOSA,Patiño,Bartolomé de las Casas,1134,,,,,SI,SI,,,,34035010,-25.347402226888,-59.618147601665
FORMOSA,Patiño,Colonia Sarmiento,173,,,,,,,,,,34035020,-24.644478966547,-59.433280827371
FORMOSA,Patiño,Comandante Fontana,6615,,,,,,SI,SI,SI,SI,34035030,-25.334793474030,-59.682807188296
FORMOSA,Patiño,El Recreo,346,,,,,,,,,,34035040,-25.066315254543,-59.251351462722
FORMOSA,Patiño,Estanislao del Campo,4523,SI,,,,,SI,SI,,SI,34035050,-25.053192264735,-60.093927183204
FORMOSA,Patiño,Fortín Cabo 1º Lugones,1351,,,,,,SI,,,SI,34035060,-24.285486461667,-59.828249917338
FORMOSA,Patiño,Fortín Sargento 1º Leyes,133,,,,,SI,SI,,,,34035070,-24.550304852476,-59.390271557059
FORMOSA,Patiño,Ibarreta,9429,SI,,,,SI,SI,SI,SI,SI,34035080,-25.211319123230,-59.857039844091
FORMOSA,Patiño,Juan G. Bazán,413,,,,,,SI,,,SI,34035090,-24.541813712637,-60.834189699534
FORMOSA,Patiño,Las Lomitas,12399,SI,,,SI,SI,SI,SI,SI,SI,34035100,-24.710577613669,-60.593789258684
FORMOSA,Patiño,Posta Cambio Zalazar,603,,,,,,SI,,,SI,34035110,-24.211584862955,-60.198666969414
FORMOSA,Patiño,Pozo del Tigre,4517,SI,,,SI,,SI,SI,SI,SI,34035120,-24.897599769317,-60.318789021846
FORMOSA,Patiño,San Martín I,66,,,,,,SI,,,,34035130,-24.531905301402,-59.902051229705
FORMOSA,Patiño,San Martín II,3119,,,,SI,,SI,SI,,SI,34035140,-24.433152980064,-59.656351890373
JUJUY,Susques,Olacapato,45,,,,SI,,SI,,,,38084055,-24.115280550780,-66.718650869400
FORMOSA,Pilcomayo,Laguna NaickNeck,2479,SI,,,,SI,SI,SI,,SI,34049030,-25.219391050696,-58.123079126052
FORMOSA,Pilcomayo,Palma Sola,212,,,,,,SI,,,SI,34049040,-25.247551234596,-57.976840378808
FORMOSA,Pilcomayo,Puerto Pilcomayo,669,,,,,,SI,,,,34049050,-25.368813170097,-57.652494300857
FORMOSA,Pilcomayo,Riacho HeHe,4304,,,,SI,,SI,SI,SI,SI,34049060,-25.361711701984,-58.278251882535
FORMOSA,Pilcomayo,Riacho Negro,720,,,,,,SI,,,SI,34049070,-25.422432022599,-57.791454513981
FORMOSA,Pilcomayo,Siete Palmas,863,SI,,,SI,,SI,SI,,SI,34049080,-25.201507661906,-58.330676377416
FORMOSA,Pirané,Colonia Campo Villafañe,4494,,,,SI,,SI,SI,,SI,34056010,-26.204868151728,-59.078033180340
FORMOSA,Pirané,El Colorado,14228,SI,,,SI,SI,SI,SI,,SI,34056020,-26.311735464001,-59.368443467841
FORMOSA,Pirané,Palo Santo,6379,,SI,,,SI,SI,SI,SI,SI,34056030,-25.563906379796,-59.336005983608
FORMOSA,Pirané,Pirané,20335,,,,SI,SI,SI,,SI,SI,34056040,-25.730641790235,-59.107520590478
FORMOSA,Pirané,Villa Kilómetro 213,4675,,,,,SI,SI,SI,,SI,34056050,-26.186462649166,-59.368395057887
FORMOSA,Ramón Lista,El Potrillo,3371,,,,,,SI,,,,34063010,-23.160766319289,-62.010778702429
FORMOSA,Ramón Lista,El Quebracho,415,,,,,,SI,,,,34063030,-23.339486914382,-61.873465954411
ENTRE RIOS,Nogoyá,Hernández,1510,SI,,,,SI,SI,SI,SI,SI,30077050,-32.338069297060,-60.030140478105
ENTRE RIOS,Nogoyá,Lucas González,4364,SI,,,,,SI,SI,SI,SI,30077060,-32.385928948165,-59.531300464703
ENTRE RIOS,Nogoyá,Nogoyá,22824,SI,,,,,SI,SI,SI,SI,30077070,-32.395641642184,-59.788076415754
ENTRE RIOS,Nogoyá,XX de Setiembre,178,,,,,,SI,SI,,,30077080,-32.386624139875,-59.663073658290
ENTRE RIOS,Paraná,Aldea María Luisa,773,,,,,,SI,SI,,SI,30084010,-31.884729230020,-60.408745686981
ENTRE RIOS,Paraná,Aldea San Juan,66,,,,,,,,,,30084015,-31.998223740472,-60.358381988924
ENTRE RIOS,Paraná,Aldea San Rafael,144,,,,,,SI,SI,,,30084020,-31.959829945136,-60.255875548529
ENTRE RIOS,Paraná,Aldea Santa María,302,,,,,,,SI,,,30084030,-31.612870188563,-60.007072180696
ENTRE RIOS,Paraná,Aldea Santa Rosa,71,,,,,,,,,,30084040,-32.016454460273,-60.241107347412
ENTRE RIOS,Paraná,Cerrito,5310,SI,SI,,,SI,SI,SI,SI,SI,30084050,-31.582171122297,-60.074022314825
ENTRE RIOS,Paraná,Colonia Avellaneda,2970,SI,,,,,SI,SI,SI,SI,30084060,-31.768069051149,-60.405022062926
ENTRE RIOS,Paraná,Colonia Crespo,69,,,,,,,,,,30084065,-31.677772700841,-60.243688088532
ENTRE RIOS,Paraná,Colonia Merou,0,,,,,,,,,,30084110,-31.900508070600,-60.301684656300
ENTRE RIOS,Paraná,Crespo,19536,SI,SI,,SI,,SI,SI,SI,SI,30084070,-32.034649184651,-60.310751429093
ENTRE RIOS,Paraná,Crucesitas Séptima Sección,82,,,,,,SI,,,,30084095,-31.388330000000,-60.016700000000
ENTRE RIOS,Paraná,El Palenque,155,,,,,,SI,SI,,SI,30084080,-31.662574808675,-60.175114482106
ENTRE RIOS,Diamante,General Ramírez,8868,SI,SI,,,,SI,SI,SI,SI,30021120,-32.177271443084,-60.198560581177
ENTRE RIOS,Diamante,La Juanita,22,,,,,,,,,,30021123,-31.875376801827,-60.649121973368
ENTRE RIOS,Diamante,Las Jaulas,44,,,,,,,,,,30021127,-31.832718483608,-60.604847155825
ENTRE RIOS,Diamante,Paraje La Virgen,59,,,,,,,,,,30021130,-31.917362571918,-60.653196880992
ENTRE RIOS,Diamante,Puerto Las Cuevas,585,,,,,,,,,,30021140,-32.334228484816,-60.487290247131
ENTRE RIOS,Diamante,Strobel,0,,SI,,,,,,SI,SI,30021120,-32.058536298802,-60.610807841595
ENTRE RIOS,Diamante,Villa Libertador San Martín,6312,SI,,,,,SI,SI,SI,SI,30021150,-32.069756175137,-60.462446394042
ENTRE RIOS,Federación,Chajarí,32734,SI,SI,,SI,,SI,SI,SI,SI,30028010,-30.754075910767,-57.984162587864
ENTRE RIOS,Federación,Colonia Alemana,137,,,,,,SI,,,,30028020,-30.896158506292,-58.022157634278
ENTRE RIOS,Federación,Colonia Ensanche Sauce,0,,,,,,SI,,,SI,30028090,-30.856713299303,-57.864891806917
ENTRE RIOS,Federación,Colonia La Argentina,207,,,,,,SI,SI,SI,SI,30028040,-31.073900000000,-58.025800000000
ENTRE RIOS,Federación,Colonia Peña,58,,,,,,SI,,,,30028050,-30.797491599755,-58.175638465906
ENTRE RIOS,Federación,Colonia Santa María,0,,,,,,SI,,,SI,30028040,-30.599337521286,-58.185801170629
ENTRE RIOS,Federación,Federación,16658,SI,,,SI,,SI,SI,SI,SI,30028070,-30.990072444489,-57.918347520841
ENTRE RIOS,Federación,Los Conquistadores,1177,,SI,,,,SI,SI,SI,SI,30028080,-30.594407457997,-58.468262705787
ENTRE RIOS,Federación,San Jaime de la Frontera,4143,,SI,,,,SI,SI,SI,SI,30028090,-30.339627349352,-58.308091597369
FORMOSA,Ramón Lista,General Mosconi,1902,,,,SI,SI,SI,SI,,,34063020,-23.182718624663,-62.304068544241
JUJUY,Cochinoca,Abdón Castro Tolay,279,,,,,,,,,,38007010,-23.338641103123,-66.090143228283
JUJUY,Cochinoca,Abra Pampa,8705,,,,,SI,SI,SI,,SI,38007020,-22.721569764805,-65.693213751883
JUJUY,Cochinoca,Abralaite,56,,,,,,,,,,38007030,-23.153816832318,-65.785335195879
JUJUY,Cochinoca,Agua de Castilla,96,,,,,,,,,,38007035,-23.216110728813,-65.812683283297
JUJUY,Cochinoca,Casabindo,118,,,,,,,,,,38007040,-22.943905233304,-66.028733039505
JUJUY,Cochinoca,Cochinoca,67,,,,,,,,,,38007050,-22.741900540931,-65.897292507348
JUJUY,Cochinoca,La Redonda,45,,,,,SI,,,,,38007055,-22.528979221378,-65.522780652892
JUJUY,Cochinoca,Puesto del Marquéz,255,,,,SI,,,,,SI,38007060,-22.535179770061,-65.698839942237
JUJUY,Cochinoca,Quebraleña,53,,,,,,,,,,38007063,-23.285870288265,-65.770088248741
JUJUY,Cochinoca,Quera,34,,,,,,,,,,38007067,-23.100839356474,-65.762863858043
JUJUY,Cochinoca,Rinconadillas,189,,,,,,,,,,38007070,-23.288664351320,-65.941233535782
JUJUY,Cochinoca,San Francisco de Alfarcito,169,,,,,,,,,,38007080,-23.275302522688,-65.946380462041
JUJUY,Cochinoca,Santa Ana de la Puna,41,,,,,,,,,,38007085,-23.146600600157,-66.032103331777
JUJUY,Cochinoca,Santuario de Tres Pozos,152,,,,,,,,,,38007090,-23.515506955665,-65.947612868540
JUJUY,Cochinoca,Tambillos,122,,,,,,,,,,38007095,-22.889574967050,-65.963013767457
JUJUY,Cochinoca,Tusaquillas,134,,,,,,,,,,38007100,-23.170945539434,-65.973242794932
JUJUY,Doctor Manuel Belgrano,Dr. Manuel Belgrano,82,,,,SI,SI,SI,,,,38021065,-23.948298086838,-65.298461319978
JUJUY,Doctor Manuel Belgrano,Guerrero,518,SI,SI,,,,,SI,SI,SI,38021010,-24.186182803277,-65.444631251669
JUJUY,Doctor Manuel Belgrano,La Almona,42,,SI,,SI,,,,,,38021020,-24.260753822675,-65.395737692293
JUJUY,Doctor Manuel Belgrano,León,630,,SI,,,SI,,,,,38021030,-24.035963274303,-65.431555894639
JUJUY,Doctor Manuel Belgrano,Lozano (Ap. Chañi),1388,,,,,,SI,SI,SI,SI,38021040,-24.077359739870,-65.404700483535
JUJUY,Doctor Manuel Belgrano,Ocloyas,70,,,,,,,,,,38021050,-23.909653828509,-65.195506576257
JUJUY,Doctor Manuel Belgrano,San Pablo De Reyes,0,,,,,,,,,,38021050,-24.143658894811,-65.482919981479
JUJUY,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),257970,SI,SI,,SI,SI,SI,SI,SI,SI,38021060,-24.195357793909,-65.302450636841
JUJUY,Doctor Manuel Belgrano,Yala,1953,,,,,SI,SI,SI,SI,SI,38021070,-24.121754616394,-65.414572615210
JUJUY,El Carmen,Aguas Calientes,2563,,,,,,SI,,,,38014010,-24.583875962455,-64.923527248752
JUJUY,El Carmen,Barrio El Milagro,1321,,,,,,,,,,38014020,-24.461236119643,-65.119054261617
JUJUY,El Carmen,Barrio La Unión,700,,,,,,,,,,38014030,-24.403542069155,-65.068590109472
JUJUY,El Carmen,El Carmen,13623,SI,SI,,,SI,SI,SI,SI,SI,38014040,-24.385511916698,-65.260519420291
JUJUY,El Carmen,Fleming,0,,,,,,,,SI,SI,38014040,-24.587376342521,-64.924057792361
JUJUY,El Carmen,Los Lapachos (Est. Maquinista Verón),864,,,,,,,,SI,SI,38014050,-24.473571406173,-65.074392982820
JUJUY,El Carmen,Loteo San Vicente,211,,,,,,,,,SI,38014055,-24.429324838069,-65.184397154303
JUJUY,El Carmen,Manantiales,326,,,,,SI,,,SI,SI,38014060,-24.505686607589,-64.975926294820
JUJUY,El Carmen,Monterrico,11591,,SI,,,SI,SI,SI,SI,SI,38014070,-24.438520099250,-65.162225024215
JUJUY,El Carmen,Pampa Blanca,2720,SI,SI,,,SI,SI,SI,SI,SI,38014080,-24.532993738242,-65.074414121910
JUJUY,El Carmen,Perico,44750,,SI,,,SI,SI,SI,SI,SI,38014090,-24.379815283447,-65.113279380749
JUJUY,El Carmen,Pila Pardo,0,,,,,,,,,,38014040,-24.559882788168,-64.914197551730
JUJUY,Yavi,La Quiaca,16874,SI,,,SI,SI,SI,SI,,SI,38112050,-22.100030990273,-65.596262492621
JUJUY,Yavi,Llulluchayoc,91,,,,,,,,,,38112060,-22.515216946421,-65.370293751864
JUJUY,Yavi,Pumahuasi,233,,,,SI,,,,,SI,38112070,-22.289057979390,-65.678676656084
JUJUY,Yavi,San Jose,0,,,,,,,,,,38112040,-22.137827110790,-65.309788615638
JUJUY,Yavi,Yavi,378,,,,,SI,,,,,38112080,-22.130283000000,-65.461690000000
JUJUY,Yavi,Yavi Chico,33,,,,SI,,,,,,38112090,-22.090998392390,-65.465063121032
LA PAMPA,Atreucó,Doblas,1586,,SI,,SI,SI,SI,SI,,,42007010,-37.152183881661,-64.014055092757
LA PAMPA,Atreucó,Macachín,4814,,,,SI,SI,SI,SI,,SI,42007020,-37.136955536169,-63.667141835534
LA PAMPA,Atreucó,Miguel Riglos,2034,,,,SI,SI,SI,SI,,SI,42007030,-36.853874905894,-63.688184614354
LA PAMPA,Atreucó,Rolón,678,,,,,SI,SI,SI,,SI,42007040,-37.166824214775,-63.417158200953
LA PAMPA,Atreucó,Tomas M. Anchorena,307,,,SI,,SI,SI,SI,,,42007050,-36.840660687415,-63.520502164515
LA PAMPA,Caleu Caleu,Anzoategui,68,,,,,,,,,,42014010,-38.963052676569,-63.860888245679
LA PAMPA,Caleu Caleu,La Adela,1904,,SI,,,SI,SI,,SI,SI,42014020,-38.973961850781,-64.089316694951
LA PAMPA,Capital,Anguil,1705,,SI,,SI,SI,SI,SI,SI,SI,42021010,-36.527922625355,-64.010555897973
JUJUY,Susques,Olaroz Chico,226,,,,SI,SI,SI,SI,,,38084060,-23.398991008050,-66.782941461928
JUJUY,Susques,Pastos Chicos,104,,,,SI,,,,,,38084070,-23.771869329222,-66.420983463337
JUJUY,Susques,Puesto Sey,94,,,,SI,,,,,,38084080,-23.958455057819,-66.495354095952
JUJUY,Susques,San Juan de Quillaqués,72,,,,SI,SI,,,,,38084090,-23.146064797573,-66.248537488588
JUJUY,Susques,Susques,1611,,,,SI,SI,SI,SI,,SI,38084100,-23.399752520600,-66.367447695801
JUJUY,Tilcara,Colonia San José,274,,,,,,,,,,38094010,-23.402354467831,-65.391045155227
JUJUY,Tilcara,Huacalera,712,,,,SI,,,,,,38094020,-23.434164260392,-65.351334136608
JUJUY,Tilcara,Juella,200,,,,,,,SI,,,38094030,-23.502538717079,-65.431896213179
JUJUY,Tilcara,Maimará,3353,,,,SI,SI,SI,SI,,SI,38094040,-23.620813014796,-65.407860041907
JUJUY,Tilcara,Tilcara,4691,,,,SI,SI,SI,SI,SI,SI,38094050,-23.570352014324,-65.394079343832
JUJUY,Tilcara,Yacoraite,0,,,,,,,,,,38094040,-23.402354467831,-65.391045155227
JUJUY,Tumbaya,Bárcena,139,,,,,,SI,,,,38098010,-23.969474193900,-65.446477650042
JUJUY,Tumbaya,El Moreno,154,,,,,,,,,,38098020,-23.841858333746,-65.830008746947
JUJUY,Tumbaya,Puerta de Colorados,28,,,,,,,,,,38098025,-23.561389110862,-65.691230625360
JUJUY,Tumbaya,Purmamarca,891,SI,,,,,SI,SI,,SI,38098030,-23.740998063671,-65.505241233269
JUJUY,Tumbaya,Tumbaya,428,,,,,,SI,SI,,SI,38098040,-23.852303410062,-65.467254667636
JUJUY,Tumbaya,Volcán,1121,SI,,,,,SI,SI,,SI,38098050,-23.913872682482,-65.463098677491
JUJUY,Valle Grande,Caspalá,225,,,,,,,,,,38105010,-23.357236292779,-65.118399735534
JUJUY,Valle Grande,Pampichuela,130,,,,,,,,,,38105020,-23.554409377806,-65.052807258745
JUJUY,Valle Grande,San Francisco,504,,,,,,,,,,38105030,-23.617466405477,-64.954861228632
JUJUY,Valle Grande,Santa Ana,416,,,,,SI,,,,,38105040,-23.357661306565,-64.987923244518
ENTRE RIOS,Paraná,El Pingo,766,,,,,,SI,SI,SI,SI,30084090,-31.583849701693,-59.893806936626
ENTRE RIOS,Paraná,El Ramblón,0,,,,,,,,,SI,30084095,-31.848047376825,-60.092748771984
ENTRE RIOS,Paraná,El Ramblón,0,,,,,,SI,,,SI,30084095,-31.848047376825,-60.092748771984
ENTRE RIOS,Paraná,Hasenkamp,4805,,SI,,SI,SI,SI,SI,SI,SI,30084100,-31.513305241061,-59.836969623490
ENTRE RIOS,Paraná,Hernandarias,5373,,SI,,,,SI,SI,SI,SI,30084110,-31.232450070202,-59.987257643823
ENTRE RIOS,Paraná,La Picada,564,SI,,,SI,,,SI,SI,SI,30084120,-31.726710081815,-60.297179300445
ENTRE RIOS,Paraná,Las Tunas,101,,,,,SI,SI,,,,30084130,-31.870609572467,-59.732436108349
ENTRE RIOS,Paraná,María Grande,7557,,SI,SI,SI,,SI,SI,SI,SI,30084140,-31.666071503764,-59.904437925246
ENTRE RIOS,Paraná,Oro Verde,4116,SI,SI,,,,SI,SI,SI,SI,30084150,-31.825735546631,-60.518272816303
ENTRE RIOS,Paraná,Paraná,247139,SI,SI,SI,SI,SI,SI,SI,SI,SI,30084160,-31.741567642641,-60.528414591759
ENTRE RIOS,Paraná,Pueblo Bellocq (Est. Las Garzas),282,,,,,,,SI,,,30084170,-31.428714039470,-59.745788592719
ENTRE RIOS,Paraná,Pueblo Brugo,802,,,,,,SI,SI,SI,SI,30084180,-31.388301592649,-60.093833404382
ENTRE RIOS,Paraná,Pueblo General San Martín,296,,,,,,,,,SI,30084190,-31.463606411469,-60.167961860198
NEUQUEN,Zapala,Los Catutos,229,,,,,,SI,,,,58112010,-38.838480798593,-70.196210681508
NEUQUEN,Zapala,Mariano Moreno,2660,SI,,SI,,SI,SI,SI,,,58112020,-38.764259126555,-70.038666979521
NEUQUEN,Zapala,Ramon M. Castro,125,,,,,,,,,SI,58112030,-38.865500620555,-69.750265287383
NEUQUEN,Zapala,Zapala,32097,SI,,SI,SI,SI,SI,SI,SI,SI,58112040,-38.896168732372,-70.066854532377
RIO NEGRO,25 de Mayo,Aguada de Guerra,126,,,,,,SI,,,,62091010,-41.063901710239,-68.384381035305
RIO NEGRO,25 de Mayo,Clemente Onelli,114,,,,SI,,,,,,62091020,-41.244835004656,-70.034202941015
RIO NEGRO,25 de Mayo,Colan Conhue,76,,,,,SI,,SI,,,62091030,-40.670608412616,-69.111254557999
RIO NEGRO,25 de Mayo,El Caín,176,,,,,SI,,SI,,,62091040,-41.818287425164,-68.077415237724
RIO NEGRO,25 de Mayo,Ingeniero Jacobacci,6261,SI,,SI,SI,SI,SI,SI,SI,SI,62091050,-41.326813424033,-69.544126389031
RIO NEGRO,25 de Mayo,Los Menucos,5187,,,,,SI,SI,,,SI,62091060,-40.845191142627,-68.083202506128
RIO NEGRO,25 de Mayo,Maquinchao,2494,,,,,SI,SI,SI,,SI,62091070,-41.247516563861,-68.700341068745
RIO NEGRO,25 de Mayo,Mina Santa Teresita,3,,,,,,,,,,62091080,-40.934343558263,-69.411658784618
RIO NEGRO,25 de Mayo,Pilquiniyeu,46,,,,,SI,,,,,62091090,-41.908386540574,-68.342473245018
RIO NEGRO,9 de Julio,Comicó,82,,,,,SI,,,,,62049010,-41.063275511825,-67.596560097527
RIO NEGRO,9 de Julio,Cona Niyeu,217,,,,,SI,,SI,,,62049020,-41.881202170450,-66.940740427084
RIO NEGRO,9 de Julio,Ministro Ramos Mexía,973,,,,SI,SI,SI,,,,62049030,-40.508540013383,-67.261920714884
LA PAMPA,Guatraché,General Manuel J. Campos,935,,,,SI,SI,,SI,,SI,42070020,-37.458989432619,-63.587240854887
LA PAMPA,Guatraché,Guatraché,3697,,SI,,SI,SI,SI,SI,SI,SI,42070030,-37.666965227226,-63.541536728939
LA PAMPA,Guatraché,Perú,39,,,,,,SI,,,,42070040,-37.662384943840,-64.137321349444
LA PAMPA,Guatraché,Santa Teresa,466,,,,SI,,,SI,,,42070050,-37.574933905895,-63.432886469567
LA PAMPA,Hucal,Abramo,312,,,,SI,SI,SI,,,,42077010,-37.894331329547,-63.851502591413
LA PAMPA,Hucal,Bernasconi,1577,SI,,,SI,SI,SI,SI,SI,SI,42077020,-37.902068191249,-63.745079352680
LA PAMPA,Hucal,General San Martín (Est. Villa Alba),2576,,,,SI,,SI,SI,SI,SI,42077030,-37.978530133545,-63.606585452998
LA PAMPA,Hucal,Hucal,3,,,,,,,,,,42077040,-37.784962918354,-64.030667780458
LA PAMPA,Hucal,Jacinto Arauz,2434,,,,SI,SI,SI,SI,SI,SI,42077050,-38.083758717221,-63.432181664378
LA PAMPA,Lihuel Calel,Cuchillo Co,208,,,,SI,SI,,,,SI,42084010,-38.333678474541,-64.642252695876
LA PAMPA,Limay Mahuida,La Reforma,221,,,,,SI,SI,SI,,SI,42091010,-37.552004942335,-66.226853897273
LA PAMPA,Limay Mahuida,Limay Mahuida,75,,,,,SI,SI,,,,42091020,-37.159712053055,-66.674540035647
LA PAMPA,Loventué,Carro Quemado,301,,,,SI,SI,SI,SI,,,42098010,-36.475564984060,-65.342916024990
LA PAMPA,Loventué,Loventué,111,,,,SI,,,SI,,,42098020,-36.188745976391,-65.289970272872
